30986	1
2254	5
4647	5
25574	5
30939	5
32121	5
33408	5
36076	5
37172	5
38022	5
39117	5
41632	5
48944	5
54651	5
56380	5
58206	5
58504	5
59570	5
60986	5
32180	7
65138	7
27884	9
59897	9
63424	12
36360	14
37961	17
41602	17
48408	17
33848	18
35539	18
6712	20
28897	20
15454	23
25768	24
53822	24
64375	24
47661	25
64343	25
46421	26
58416	26
53637	31
43769	32
4211	33
34036	34
27327	36
54168	36
60025	36
8764	37
5290	39
34531	39
39399	39
54005	39
16372	41
34232	41
36639	41
46083	41
47749	41
61809	41
32004	45
10374	47
64047	47
13513	49
9579	50
28009	50
32137	50
33721	50
45579	50
60348	50
64851	50
31785	51
65169	51
57366	53
64698	53
27361	55
61218	55
20122	56
55779	56
34145	57
42419	58
17203	60
16971	61
43140	61
63224	62
5161	63
10444	63
11869	63
12255	63
13300	63
17065	63
22066	63
22323	63
24325	63
24473	63
25725	63
27347	63
27608	63
27818	63
28589	63
28821	63
28983	63
29282	63
30899	63
33038	63
35126	63
37362	63
37390	63
38338	63
38778	63
39188	63
42582	63
45815	63
50538	63
52270	63
53774	63
53969	63
54376	63
60125	63
60761	63
48577	65
21676	66
35296	66
36127	66
53794	66
54777	66
59849	66
25914	67
27419	67
28896	67
35120	67
55086	67
60447	67
64453	67
13518	68
18786	68
19973	68
33028	68
36711	68
58250	68
58661	68
16736	71
18841	71
21738	71
25533	71
37844	71
17135	73
49863	74
32281	75
54906	77
25908	79
54795	80
55106	82
60543	85
53490	88
65579	96
31137	97
53340	97
54869	97
60552	97
13550	100
34192	100
17066	102
27117	102
8321	103
19001	103
33069	103
37013	103
48853	103
50178	103
57110	103
43271	104
19006	106
28484	106
42635	106
46285	106
55127	106
63883	106
27692	107
32004	107
34550	107
53606	107
31533	108
32556	108
24093	109
53831	109
58238	109
33085	110
8301	113
43734	113
55076	113
60213	113
65020	113
35259	123
50672	123
64042	123
57576	125
58387	125
48687	126
54500	128
53619	133
33983	135
53101	135
54105	137
32114	144
32960	144
34712	144
35904	144
37568	144
46786	144
15800	145
16032	145
19926	145
26084	145
30255	145
30977	145
31194	145
36850	145
42756	145
54259	145
59504	145
62992	145
16674	147
23403	147
33747	147
38742	147
46551	147
54567	147
3136	149
4113	149
5536	149
6658	149
8631	149
11392	149
16809	149
18386	149
18387	149
21515	149
24163	149
36973	149
37810	149
40589	149
43782	149
47016	149
47458	149
48963	149
49056	149
51543	149
51846	149
53149	149
53844	149
56269	149
57023	149
58478	149
59390	149
60663	149
61218	149
62658	149
11314	152
19791	152
42518	152
50508	152
50761	152
58628	152
15454	153
15455	153
53647	153
57484	153
12844	155
13653	155
54699	155
53979	156
55157	156
18882	157
35403	157
59908	161
60266	161
64076	161
64381	161
65312	161
33296	162
34708	162
32707	163
33878	163
54490	163
34416	167
13493	170
21807	171
53653	171
60213	173
12498	176
17496	176
28311	176
33864	176
41451	176
47441	176
43276	180
25357	182
51942	182
53490	182
42464	184
52275	184
57209	184
50652	186
33511	189
1472	194
10226	194
10425	194
10886	194
16674	194
17682	194
21974	194
23118	194
23150	194
23592	194
28374	194
31773	194
39730	194
40468	194
40841	194
42427	194
44569	194
50100	194
50734	194
51334	194
51551	194
53458	194
53924	194
54394	194
54819	194
54886	194
55106	194
62265	194
40003	198
3826	199
30503	199
36508	200
54320	200
54628	203
27361	204
46033	208
65747	208
54003	210
16872	211
52110	211
54715	211
50735	214
45645	215
9159	217
9385	217
12499	217
12858	217
14500	217
16576	217
20322	217
27139	217
30607	217
31938	217
32121	217
34638	217
35541	217
36742	217
37250	217
37973	217
38951	217
39592	217
42210	217
43245	217
46010	217
46167	217
46366	217
46768	217
47762	217
50019	217
50064	217
52889	217
55842	217
56122	217
56650	217
56696	217
57746	217
58504	217
58615	217
58684	217
61369	217
63151	217
63943	217
8917	218
51315	218
53404	218
53634	218
54914	218
62620	218
12114	220
13525	220
19057	220
29820	220
34406	220
35074	220
35331	220
43268	220
50060	220
51993	220
53313	220
53918	220
60142	220
62149	220
13525	221
60059	221
16674	222
23403	222
53619	222
53683	222
24243	224
50809	224
56346	226
18536	227
21533	227
26322	227
34430	227
35123	227
36151	227
44984	227
50829	227
52503	227
60488	227
24118	228
11001	231
44052	231
54312	231
2295	232
11347	232
37919	232
53305	232
54462	232
54649	232
54689	232
32782	234
43537	234
65769	234
51440	236
53831	236
54208	236
58061	236
33395	238
9753	239
27232	239
33137	239
45788	239
64047	239
1002	240
35822	240
45534	240
59552	240
27237	241
55063	241
27589	242
27812	242
35984	242
16031	243
28326	243
50485	243
51439	243
54715	243
57488	243
47135	245
33097	248
53149	248
9492	249
14629	249
20832	249
50746	249
57640	249
27026	250
27510	250
30350	250
33564	250
45556	250
51332	250
52480	250
53799	250
53979	251
60213	252
35368	254
57167	254
21088	256
26865	256
53667	256
33622	261
33983	261
42427	261
53101	261
55648	261
60361	261
2248	262
7928	262
14374	262
31938	262
33136	262
46167	262
60657	262
63500	262
50457	265
15189	268
16757	268
43998	268
57547	268
40192	270
55060	270
15194	273
17875	273
33182	273
39824	273
55318	273
59611	273
60111	273
34145	274
39097	274
59767	274
28681	277
63295	277
12349	279
17861	279
20391	279
28877	279
33358	279
34967	279
42516	279
54918	279
60761	279
13819	283
13947	283
19562	283
27728	283
34151	283
35683	283
41075	283
47963	283
58648	283
64097	283
7383	286
7886	286
24640	286
26942	286
56477	286
55835	287
14530	289
57309	289
32388	292
4931	293
14466	294
21080	294
30258	294
53812	299
15487	301
31474	301
35180	301
60060	301
17863	303
54079	303
59472	303
60095	303
60606	303
61067	303
52859	304
62461	304
10974	305
14273	305
37859	305
29007	308
55070	309
19640	310
46400	310
53228	310
53381	310
62592	310
63025	310
23840	311
15417	314
19464	314
20037	314
27203	314
27974	314
30096	314
43280	314
48479	314
50809	314
52564	314
55387	314
59014	314
59119	314
64607	314
51137	316
4105	317
8900	317
14566	317
25828	317
30306	317
41369	317
62571	317
17050	318
33597	321
46354	324
14553	325
21534	325
30873	325
31085	325
48409	325
48719	325
52390	325
52749	325
60228	325
30076	326
35331	326
53313	326
53918	326
42790	328
59358	331
16098	335
42123	336
15641	343
22320	343
29099	343
46760	343
9934	344
19155	346
41033	346
12716	347
34944	347
46285	347
52156	347
53224	347
55356	347
38529	353
47319	356
14352	357
17771	359
22961	359
46932	363
44381	364
51129	364
56946	364
24849	368
41694	370
41340	374
42064	374
5139	375
13416	375
15625	375
16307	375
17163	375
18403	375
22887	375
25806	375
27072	375
30422	375
30699	375
32233	375
35893	375
36277	375
37821	375
41239	375
42382	375
42396	375
46853	375
47988	375
50864	375
51538	375
52905	375
56033	375
56309	375
61806	375
24919	390
25533	390
25906	390
51522	390
55997	390
10710	391
32828	391
36066	392
48192	392
30849	393
36500	393
41369	396
41721	397
14768	398
24068	398
46400	398
50830	398
63285	398
31610	403
60570	413
31592	415
58675	415
56554	418
39924	421
45511	421
3479	425
12128	425
37939	425
52027	425
41675	427
47249	427
25955	430
49517	430
18260	431
20394	431
23781	431
41398	431
43523	431
44168	431
50989	431
53241	431
53615	431
57341	431
57806	431
60606	431
60973	431
62991	431
63162	433
63124	434
5457	435
14125	435
14917	435
17034	435
22463	435
33038	435
40241	435
43000	435
63281	435
14929	436
46408	436
26134	437
60175	437
63753	439
22632	442
40093	442
53913	442
9371	444
65528	444
37271	445
28831	447
58040	449
31533	450
137	451
19436	451
33650	451
47621	452
9716	453
12159	453
13801	453
24269	453
27072	453
27589	453
29201	453
43247	453
47570	453
54434	453
56767	453
58117	453
64788	453
5612	454
7621	454
59695	454
60440	455
47340	457
64883	459
41805	461
34453	462
34803	462
35475	462
39306	462
57276	462
12750	463
14259	469
25627	469
9206	471
50712	471
60226	471
26165	472
30349	473
50531	473
9218	475
30503	475
61187	475
62338	475
64955	475
65604	475
31950	484
14898	485
58080	485
11936	486
29468	486
33595	486
28556	488
43706	488
52466	491
11108	492
17861	492
18155	492
35539	492
38204	492
39328	492
42516	492
44841	492
45614	492
45837	492
57566	492
62767	492
65676	492
48627	493
43495	494
48954	494
13414	496
65632	496
9530	498
20322	498
24514	498
25397	498
27416	498
29101	498
30813	498
32439	498
37099	498
56585	505
7935	509
4617	511
21324	511
2245	514
3133	514
3445	514
4048	514
5352	514
8368	514
25238	514
31479	514
31930	514
41935	514
56303	514
64922	514
15022	515
26010	515
56714	515
58417	515
63432	515
63445	515
63658	515
64612	515
37346	520
56031	525
43247	526
57071	526
57366	527
58363	527
23843	529
17107	530
40312	530
48896	530
54683	530
55060	530
60178	530
14344	531
33334	531
58238	531
22852	534
27863	534
30958	534
48398	534
51602	534
53497	535
50702	536
50719	536
38027	537
60194	538
31773	539
65657	551
55085	553
25026	555
61925	556
19201	557
62028	557
9064	558
54259	560
65304	560
17034	561
20950	561
50770	565
31311	569
42876	569
9577	570
27428	570
51383	573
20300	574
38836	574
60220	574
26496	575
32926	575
39171	578
14923	581
15015	581
38930	581
41944	581
61481	581
64826	581
35470	583
6091	585
15259	585
29703	585
9443	588
37271	588
37842	588
62963	593
9583	594
26691	594
28973	594
33747	594
41093	594
45514	594
52741	594
62709	594
28479	597
31549	597
31800	597
44671	597
20156	598
20803	598
25741	598
38996	598
53755	598
12686	601
23958	601
34032	601
35748	601
43280	601
47506	601
51343	601
57923	601
6733	602
18375	602
30247	602
31119	602
35889	606
45751	606
42791	608
46012	609
34345	610
11459	611
60060	612
64227	613
9485	614
19001	614
21233	614
27441	614
31223	614
37752	614
46949	614
52464	614
55885	614
25669	619
22137	621
14556	622
27520	622
27633	622
27714	622
28147	622
34308	622
51332	622
30706	623
52036	624
37598	625
30873	626
52609	626
6372	628
48687	633
26120	634
32117	634
33958	634
44849	634
53907	634
58959	634
17188	635
38041	636
23434	637
48037	637
48449	637
48793	637
38249	639
2441	640
34348	640
37286	640
43247	640
54962	640
55046	640
16972	643
36599	643
52120	648
17035	649
63517	649
25055	650
36697	650
63242	650
40589	651
59334	653
8178	654
12164	654
22862	654
24448	654
25298	654
25660	654
27824	654
32136	654
36639	654
41974	654
49271	654
58672	654
64839	654
31440	657
30593	659
51885	659
59275	659
22608	662
27108	662
31430	662
32582	662
36589	662
43919	662
56437	662
58310	662
59924	662
63173	662
21748	663
44213	663
52907	663
57167	663
65326	663
49610	664
16782	667
18833	667
54158	667
15524	669
21687	669
35326	669
36599	669
36645	669
55169	669
61885	669
21767	671
22861	671
27724	671
30166	671
33597	671
45804	671
48065	671
53656	671
53774	671
13772	675
58186	675
36589	679
56244	679
16680	682
36053	683
27347	687
40743	688
660	689
40496	691
15864	693
42416	693
32213	700
14278	704
32176	704
41250	704
47249	704
36658	705
38379	706
64707	707
28863	708
44412	714
19754	717
20378	717
26140	717
54413	718
51819	719
42997	720
46167	723
47998	723
55815	723
61132	723
57759	724
13256	725
16155	725
21748	725
28897	725
37973	725
38124	725
39569	725
45728	725
49517	725
64025	725
64066	725
25760	728
26428	733
30763	733
42894	733
52839	733
50429	734
26345	737
55218	737
1723	739
31406	739
32000	739
43893	739
49583	739
61185	739
40459	746
48047	747
1490	751
43425	753
63491	754
48182	756
55022	756
10847	758
17480	758
17572	758
27388	758
30574	758
35542	758
38265	758
43102	758
46338	758
47634	758
48887	758
52238	758
54320	758
59182	758
62484	758
15393	759
18704	759
27957	759
36397	759
42912	759
48257	760
3669	766
53219	766
2188	767
48041	767
60460	767
10057	768
15442	768
24665	768
27745	768
28171	768
33184	768
51225	768
51270	768
55633	768
56868	768
48257	770
11556	772
20707	772
48299	772
65265	772
10888	774
22207	774
63574	774
18260	775
32343	776
58240	776
62861	776
30975	777
44505	777
46584	777
57923	778
22572	781
18432	782
25994	782
34107	782
50682	782
52851	782
52957	782
54699	782
65230	782
23936	783
20977	787
36914	787
37681	787
53619	788
61107	789
62521	789
17145	790
48665	790
58095	790
65367	791
30724	798
27799	800
23647	801
14961	802
17566	802
31492	802
34355	802
34419	802
37137	802
38096	802
50236	802
52275	802
58668	802
65065	802
9821	804
13011	804
13421	804
14920	804
18298	804
19122	804
39804	804
48813	804
49380	804
52838	804
54775	804
